time,ENV.pressure.Pa,ENV.temperature.K,PHOT.jbrcl.s-1,PHOT.jbro.s-1,PHOT.jbrono2_a.s-1,PHOT.jbrono2_b.s-1,PHOT.jccl4.s-1,PHOT.jcf2cl2.s-1,PHOT.jcf2clbr.s-1,PHOT.jcf3br.s-1,PHOT.jcfc113.s-1,PHOT.jcfc114.s-1,PHOT.jcfc115.s-1,PHOT.jcfcl3.s-1,PHOT.jch2br2.s-1,PHOT.jch2o_a.s-1,PHOT.jch2o_b.s-1,PHOT.jchbr3.s-1,PHOT.jch3ccl3.s-1,PHOT.jch3cl.s-1,PHOT.jch3ooh.s-1,PHOT.jch4_a.s-1,PHOT.jch4_b.s-1,PHOT.jcl2.s-1,PHOT.jcl2o2.s-1,PHOT.jclo.s-1,PHOT.jclono2_a.s-1,PHOT.jclono2_b.s-1,PHOT.jco2.s-1,PHOT.jh2402.s-1,PHOT.jh2o_a.s-1,PHOT.jh2o_b.s-1,PHOT.jh2o_c.s-1,PHOT.jhbr.s-1,PHOT.jhcfc141b.s-1,PHOT.jhcfc142b.s-1,PHOT.jhcfc22.s-1,PHOT.jhcl.s-1,PHOT.jhno3.s-1,PHOT.jho2no2_a.s-1,PHOT.jho2no2_b.s-1,PHOT.jhobr.s-1,PHOT.jhocl.s-1,PHOT.jn2o.s-1,PHOT.jn2o5_a.s-1,PHOT.jn2o5_b.s-1,PHOT.jno.s-1,PHOT.jno3_a.s-1,PHOT.jno3_b.s-1,PHOT.jo2_a.s-1,PHOT.jo2_b.s-1,PHOT.jo3_a.s-1,PHOT.jo3_b.s-1,PHOT.joclo.s-1,PHOT.jno2.s-1,PHOT.jch3br.s-1,PHOT.jh2o2.s-1
264600,70.59565978,259.1849,0.01164564,0.04811143,0.000601251,0.001472027,1.55E-05,7.28E-07,6.21E-05,5.61E-06,8.90E-07,6.91E-08,4.81E-09,6.00E-06,0.000191742,7.29E-05,8.87E-05,0.000462693,9.01E-06,1.58E-07,2.69E-05,0,0,0.002868014,0.004108075,0.002915899,0.000223231,0.000129607,4.21E-11,5.05E-05,1.87E-09,0,0,2.53E-05,1.45E-06,1.24E-08,3.09E-09,2.34E-07,5.69E-05,4.09E-05,0.000165549,0.002840992,0.000438861,3.20E-07,0.000116928,0.00018363,1.54E-07,0.200327,0.01099483,0,3.50E-10,0.002359062,0.00073225,0.07760946,0.01038644,2.70E-05,4.58E-05
266400,70.59565978,259.5222,0.009283636,0.03467255,0.000355674,0.000870787,7.59E-08,3.23E-09,2.28E-07,2.21E-08,4.51E-09,3.24E-10,2.39E-11,3.36E-08,5.20E-07,3.44E-05,6.00E-05,3.23E-06,5.07E-08,7.30E-10,5.66E-06,0,0,0.002121159,0.001763854,0.00031293,3.58E-05,8.82E-06,1.09E-14,1.94E-07,1.48E-13,0,0,1.21E-07,7.36E-09,5.66E-11,1.45E-11,1.19E-09,1.16E-06,1.75E-06,1.68E-05,0.002005531,0.000265472,1.80E-09,3.56E-05,8.32E-07,3.74E-13,0.167021,0.009299691,0,1.21E-12,7.50E-05,0.000392204,0.06032009,0.008076466,1.09E-07,7.02E-06
268200,70.59565978,259.6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,70.59565978,259.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271800,70.59565978,260.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273600,70.59565978,260.6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275400,70.59565978,261.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277200,70.59565978,261.4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279000,70.59565978,261.9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280800,70.59565978,262.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282600,70.59565978,262.8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284400,70.59565978,263.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286200,70.59565978,263.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288000,70.59565978,263.8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289800,70.59565978,264.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291600,70.59565978,264.3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293400,70.59565978,264.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295200,70.59565978,264.2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297000,70.59565978,264.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298800,70.59565978,263.7054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300600,70.59565978,263.3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302400,70.59565978,262.8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304200,70.59565978,262.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306000,70.59565978,261.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307800,70.59565978,261.3177,0.005592213,0.009518889,0.000155698,0.000381193,1.53E-09,3.00E-11,5.73E-09,5.40E-10,5.36E-11,3.59E-12,3.06E-13,4.84E-10,1.59E-08,1.57E-06,1.54E-05,8.91E-08,7.81E-10,8.02E-12,8.10E-07,0,0,0.000764822,0.000505622,8.30E-07,1.15E-05,7.18E-07,0,4.67E-09,0,0,0,2.41E-09,8.60E-11,5.78E-13,1.67E-13,1.43E-11,2.24E-08,9.64E-08,1.02E-05,0.000965464,7.34E-05,2.31E-11,4.77E-06,1.85E-08,0,0.07762414,0.004024529,0,3.02E-14,3.75E-07,0.000165659,0.02973351,0.004037969,2.57E-09,7.50E-07
309600,70.59565978,260.7641,0.01064497,0.04422125,0.000514285,0.001259111,1.05E-05,5.02E-07,3.72E-05,3.56E-06,6.25E-07,4.79E-08,3.34E-09,4.28E-06,0.000105334,6.54E-05,8.00E-05,0.000234826,6.41E-06,1.09E-07,1.84E-05,0,0,0.002629062,0.003179248,0.001877087,0.000143169,7.77E-05,2.20E-11,3.12E-05,8.68E-10,0,0,1.72E-05,1.02E-06,8.59E-09,2.13E-09,1.64E-07,4.04E-05,2.47E-05,0.000102884,0.002558233,0.000386688,2.30E-07,8.98E-05,0.000114299,6.58E-08,0.1840862,0.01017786,0,2.13E-10,0.00111998,0.00055819,0.07103141,0.009526958,1.72E-05,3.00E-05
311400,70.59565978,260.2781,0.0123963,0.05155813,0.000664012,0.001625685,1.89E-05,9.99E-07,7.79E-05,6.88E-06,1.17E-06,9.35E-08,6.33E-09,7.52E-06,0.000246992,7.69E-05,9.54E-05,0.000625542,1.11E-05,2.14E-07,3.26E-05,0,0,0.003075354,0.004784579,0.003567889,0.000277211,0.000164094,7.92E-11,6.31E-05,4.22E-09,0,0,3.08E-05,1.89E-06,1.71E-08,4.21E-09,3.08E-07,6.97E-05,5.26E-05,0.000210102,0.003045623,0.000477902,4.05E-07,0.000136515,0.000229704,3.17E-07,0.2065018,0.01127851,0,4.52E-10,0.003287456,0.000848839,0.08330818,0.01116716,3.32E-05,5.66E-05
313200,70.59565978,259.8423,0.01368633,0.05707084,0.000747076,0.001829048,2.16E-05,1.25E-06,9.18E-05,7.89E-06,1.41E-06,1.16E-07,7.68E-09,8.71E-06,0.00029867,8.26E-05,0.000105848,0.000796199,1.28E-05,2.66E-07,3.88E-05,0,0,0.003406742,0.005648353,0.004313259,0.000332504,0.00019865,1.25E-10,7.37E-05,8.04E-09,0,0,3.48E-05,2.28E-06,2.13E-08,5.27E-09,3.73E-07,7.96E-05,6.45E-05,0.000255661,0.003366432,0.000533941,4.71E-07,0.000159319,0.000270799,5.14E-07,0.2255085,0.01231572,0,5.50E-10,0.004408357,0.001017207,0.09240014,0.01238478,3.82E-05,6.82E-05
315000,70.59565978,259.7412,0.01478577,0.06150772,0.000804614,0.001969916,2.29E-05,1.41E-06,9.82E-05,8.35E-06,1.55E-06,1.30E-07,8.54E-09,9.36E-06,0.000322576,8.68E-05,0.000113935,0.000878777,1.36E-05,3.00E-07,4.20E-05,1.55E-33,1.90E-33,0.003675162,0.006156248,0.00468006,0.000360286,0.000215285,1.62E-10,7.86E-05,1.18E-08,2.40E-34,2.88E-34,3.68E-05,2.51E-06,2.42E-08,5.98E-09,4.14E-07,8.45E-05,7.03E-05,0.000277966,0.003622076,0.000574026,5.09E-07,0.000171895,0.000289878,6.77E-07,0.2439376,0.01335355,2.22E-36,6.12E-10,0.004966938,0.001121807,0.09986082,0.01338149,4.04E-05,7.40E-05
316800,70.59565978,259.6693,0.01585529,0.06556983,0.00085465,0.00209242,2.37E-05,1.52E-06,0.000102265,8.63E-06,1.66E-06,1.41E-07,9.16E-09,9.81E-06,0.000338018,9.04E-05,0.000121214,0.000933142,1.42E-05,3.25E-07,4.42E-05,8.65E-28,1.06E-27,0.003923647,0.006548009,0.004926936,0.000379526,0.000226345,1.92E-10,8.17E-05,1.54E-08,1.34E-28,1.60E-28,3.80E-05,2.67E-06,2.63E-08,6.52E-09,4.44E-07,8.76E-05,7.41E-05,0.000292753,0.003861059,0.000608939,5.35E-07,0.000181179,0.000302236,8.17E-07,0.2631701,0.01444916,9.82E-31,6.60E-10,0.005339412,0.001207239,0.1068895,0.01432001,4.19E-05,7.81E-05
318600,70.59565978,259.6694,0.01592674,0.0667659,0.000867633,0.002124204,2.43E-05,1.61E-06,0.00010457,8.80E-06,1.73E-06,1.49E-07,9.63E-09,1.01E-05,0.000346774,9.22E-05,0.00012349,0.000964507,1.46E-05,3.44E-07,4.54E-05,2.73E-24,3.33E-24,0.003983223,0.006718992,0.00507086,0.000389328,0.000232564,2.18E-10,8.35E-05,1.88E-08,4.21E-25,5.05E-25,3.87E-05,2.79E-06,2.79E-08,6.93E-09,4.66E-07,8.96E-05,7.64E-05,0.000301304,0.003900926,0.000620766,5.53E-07,0.000185962,0.000309206,9.36E-07,0.2623477,0.01438733,2.69E-27,6.98E-10,0.005556734,0.001231798,0.1079867,0.01446376,4.27E-05,8.03E-05
320400,70.59565978,259.6977,0.01696964,0.07023008,0.000909122,0.002225781,2.47E-05,1.68E-06,0.000106439,8.93E-06,1.79E-06,1.55E-07,1.00E-08,1.04E-05,0.000353874,9.51E-05,0.000129559,0.000990059,1.49E-05,3.60E-07,4.67E-05,5.33E-22,6.51E-22,0.004201449,0.006981377,0.005193619,0.000399841,0.000237974,2.39E-10,8.50E-05,2.19E-08,8.23E-23,9.87E-23,3.93E-05,2.89E-06,2.92E-08,7.26E-09,4.83E-07,9.11E-05,7.83E-05,0.000308444,0.004119313,0.000648911,5.66E-07,0.000191634,0.000314893,1.04E-06,0.2832518,0.01559913,4.81E-25,7.30E-10,0.005734405,0.001298579,0.1144265,0.01532359,4.33E-05,8.24E-05
322200,70.59565978,259.7641,0.01673908,0.07020125,0.000907364,0.002221478,2.50E-05,1.73E-06,0.000107491,9.00E-06,1.83E-06,1.60E-07,1.03E-08,1.05E-05,0.000357883,9.58E-05,0.000129635,0.001004589,1.51E-05,3.71E-07,4.72E-05,1.94E-20,2.37E-20,0.00418711,0.007033105,0.005261434,0.000403754,0.000240787,2.56E-10,8.58E-05,2.47E-08,3.00E-21,3.60E-21,3.97E-05,2.95E-06,3.02E-08,7.52E-09,4.96E-07,9.20E-05,7.93E-05,0.00031241,0.00409,0.000650227,5.76E-07,0.00019357,0.000318068,1.12E-06,0.2773118,0.01525056,1.65E-23,7.56E-10,0.005835874,0.001298448,0.1134734,0.01519353,4.37E-05,8.34E-05
324000,70.59565978,259.8093,0.01677719,0.07073097,0.000912921,0.002235082,2.52E-05,1.77E-06,0.000108345,9.06E-06,1.87E-06,1.64E-07,1.05E-08,1.06E-05,0.000361135,9.66E-05,0.000130632,0.001016388,1.53E-05,3.80E-07,4.77E-05,2.31E-19,2.83E-19,0.004213512,0.007102412,0.005317445,0.000407499,0.000243147,2.69E-10,8.64E-05,2.70E-08,3.57E-20,4.29E-20,4.00E-05,3.01E-06,3.10E-08,7.72E-09,5.06E-07,9.27E-05,8.02E-05,0.000315655,0.004108392,0.000655397,5.84E-07,0.000195522,0.000320661,1.18E-06,0.2775067,0.01526243,1.89E-22,7.77E-10,0.005918283,0.001309182,0.1139554,0.01525605,4.40E-05,8.42E-05
325800,70.59565978,259.8142,0.01800787,0.07418424,0.000954468,0.002336801,2.54E-05,1.80E-06,0.0001088,9.09E-06,1.89E-06,1.66E-07,1.07E-08,1.07E-05,0.000362867,9.91E-05,0.00013654,0.001022755,1.54E-05,3.87E-07,4.83E-05,1.24E-18,1.52E-18,0.004441416,0.007295945,0.005355789,0.000412705,0.000244869,2.79E-10,8.68E-05,2.88E-08,1.91E-19,2.30E-19,4.02E-05,3.05E-06,3.15E-08,7.87E-09,5.13E-07,9.32E-05,8.07E-05,0.000317729,0.004349004,0.000681754,5.89E-07,0.0001989,0.000322022,1.23E-06,0.3037007,0.01678718,9.85E-22,7.92E-10,0.005963359,0.001371616,0.1211184,0.01621457,4.42E-05,8.51E-05
327600,70.59565978,259.7825,0.01751386,0.07309902,0.00094083,0.002303411,2.55E-05,1.82E-06,0.000109194,9.12E-06,1.91E-06,1.68E-07,1.08E-08,1.08E-05,0.000364371,9.87E-05,0.000134746,0.001028229,1.54E-05,3.91E-07,4.84E-05,3.58E-18,4.38E-18,0.004363527,0.007263215,0.00537929,0.000413103,0.00024578,2.86E-10,8.71E-05,3.00E-08,5.53E-19,6.64E-19,4.03E-05,3.07E-06,3.19E-08,7.97E-09,5.18E-07,9.35E-05,8.11E-05,0.000319119,0.004260283,0.000674337,5.93E-07,0.000198877,0.000323219,1.26E-06,0.2929614,0.01616501,2.80E-21,8.02E-10,0.006001656,0.00135324,0.1184126,0.01585077,4.43E-05,8.54E-05
329400,70.59565978,259.6993,0.01764188,0.07348803,0.000945428,0.002314668,2.55E-05,1.83E-06,0.000109295,9.13E-06,1.92E-06,1.69E-07,1.08E-08,1.08E-05,0.000364755,9.90E-05,0.000135418,0.001029612,1.55E-05,3.93E-07,4.85E-05,6.17E-18,7.54E-18,0.004388586,0.007287313,0.005386578,0.000413862,0.000246099,2.90E-10,8.72E-05,3.07E-08,9.52E-19,1.14E-18,4.03E-05,3.08E-06,3.21E-08,8.02E-09,5.21E-07,9.36E-05,8.12E-05,0.00031955,0.004286066,0.00067737,5.94E-07,0.000199344,0.000323513,1.27E-06,0.2956595,0.01632233,4.78E-21,8.08E-10,0.006011144,0.001360295,0.1191751,0.01595262,4.43E-05,8.55E-05
331200,70.59565978,259.548,0.01783972,0.07401533,0.000951788,0.00233024,2.55E-05,1.83E-06,0.000109306,9.13E-06,1.92E-06,1.69E-07,1.08E-08,1.08E-05,0.000364792,9.93E-05,0.000136314,0.001029742,1.55E-05,3.94E-07,4.85E-05,6.65E-18,8.13E-18,0.004423996,0.007313522,0.005388298,0.000414425,0.000246198,2.90E-10,8.72E-05,3.08E-08,1.03E-18,1.23E-18,4.03E-05,3.08E-06,3.21E-08,8.03E-09,5.21E-07,9.36E-05,8.12E-05,0.000319636,0.004323974,0.000681279,5.94E-07,0.000199737,0.000323542,1.28E-06,0.2998576,0.01656607,5.15E-21,8.08E-10,0.006012028,0.001369495,0.1203137,0.01610518,4.43E-05,8.56E-05
333000,70.59565978,259.3721,0.01778418,0.07381859,0.000948631,0.002322509,2.54E-05,1.82E-06,0.000109298,9.11E-06,1.91E-06,1.68E-07,1.08E-08,1.08E-05,0.00036505,9.92E-05,0.000136157,0.001027405,1.54E-05,3.92E-07,4.84E-05,4.53E-18,5.54E-18,0.004411871,0.007298611,0.005381181,0.000413294,0.000245621,2.87E-10,8.70E-05,3.03E-08,6.99E-19,8.39E-19,4.03E-05,3.07E-06,3.19E-08,7.99E-09,5.19E-07,9.34E-05,8.11E-05,0.000319232,0.004312158,0.000679648,5.92E-07,0.000198114,0.000323129,1.27E-06,0.2985714,0.01643273,3.53E-21,8.04E-10,0.005999954,0.001365333,0.1199728,0.016044,4.43E-05,8.54E-05
334800,70.59565978,259.2022,0.01777504,0.07364522,0.000946853,0.002318158,2.54E-05,1.80E-06,0.000109018,9.09E-06,1.90E-06,1.67E-07,1.07E-08,1.07E-05,0.000363981,9.89E-05,0.00013583,0.001023512,1.54E-05,3.88E-07,4.83E-05,1.88E-18,2.30E-18,0.004403498,0.007275533,0.005362306,0.000412066,0.000244842,2.81E-10,8.68E-05,2.92E-08,2.91E-19,3.49E-19,4.02E-05,3.05E-06,3.16E-08,7.90E-09,5.15E-07,9.32E-05,8.08E-05,0.000318147,0.004306535,0.000677915,5.89E-07,0.000197452,0.000322286,1.24E-06,0.2984934,0.0164269,1.49E-21,7.95E-10,0.005972677,0.001361688,0.1198358,0.01602652,4.42E-05,8.51E-05
336600,70.59565978,259.0585,0.01765208,0.07308716,0.000940639,0.002302943,2.52E-05,1.78E-06,0.000108585,9.06E-06,1.87E-06,1.64E-07,1.06E-08,1.07E-05,0.00036233,9.82E-05,0.00013483,0.001017519,1.53E-05,3.82E-07,4.80E-05,4.39E-19,5.37E-19,0.004371039,0.007225998,0.005332815,0.000409888,0.000243604,2.72E-10,8.64E-05,2.75E-08,6.78E-20,8.14E-20,4.00E-05,3.02E-06,3.11E-08,7.76E-09,5.08E-07,9.28E-05,8.04E-05,0.000316445,0.004277032,0.000673116,5.84E-07,0.000196236,0.000320986,1.20E-06,0.2961118,0.01628754,3.55E-22,7.81E-10,0.005930812,0.001351206,0.1189941,0.0159151,4.40E-05,8.46E-05
338400,70.59565978,258.9517,0.01742642,0.07215527,0.000930127,0.002277207,2.50E-05,1.74E-06,0.000107939,9.02E-06,1.84E-06,1.61E-07,1.04E-08,1.05E-05,0.000359877,9.72E-05,0.000133171,0.001008659,1.51E-05,3.73E-07,4.76E-05,4.96E-20,6.06E-20,0.004315535,0.00714808,0.005289698,0.000406558,0.000241764,2.59E-10,8.59E-05,2.53E-08,7.66E-21,9.19E-21,3.98E-05,2.97E-06,3.04E-08,7.58E-09,4.99E-07,9.22E-05,7.97E-05,0.00031393,0.004225304,0.000665294,5.77E-07,0.000194398,0.000319046,1.14E-06,0.2917964,0.01603736,4.14E-23,7.62E-10,0.005869233,0.001334116,0.1174923,0.01571565,4.38E-05,8.39E-05
340200,70.59565978,258.8752,0.01708504,0.07077072,0.000914481,0.002238901,2.48E-05,1.69E-06,0.000106998,8.95E-06,1.80E-06,1.56E-07,1.01E-08,1.04E-05,0.000356308,9.59E-05,0.000130709,0.000995814,1.49E-05,3.63E-07,4.70E-05,2.09E-21,2.55E-21,0.004232591,0.007033989,0.005227736,0.000401691,0.000239091,2.43E-10,8.52E-05,2.26E-08,3.22E-22,3.87E-22,3.95E-05,2.90E-06,2.94E-08,7.33E-09,4.87E-07,9.13E-05,7.87E-05,0.000310296,0.004147757,0.000653768,5.68E-07,0.000191743,0.000316212,1.07E-06,0.2853947,0.01566825,1.83E-24,7.38E-10,0.005780172,0.001309135,0.115224,0.01541405,4.35E-05,8.29E-05
342000,70.59565978,258.822,0.01649145,0.06859041,0.000889179,0.002176955,2.44E-05,1.63E-06,0.00010564,8.85E-06,1.75E-06,1.50E-07,9.74E-09,1.02E-05,0.000351169,9.39E-05,0.000126854,0.000977461,1.47E-05,3.49E-07,4.61E-05,2.06E-23,2.52E-23,0.004098659,0.006861734,0.005140364,0.000394503,0.000235251,2.23E-10,8.41E-05,1.96E-08,3.19E-24,3.82E-24,3.90E-05,2.82E-06,2.83E-08,7.02E-09,4.71E-07,9.01E-05,7.74E-05,0.000305116,0.004018474,0.00063589,5.55E-07,0.000187894,0.000312117,9.72E-07,0.2740309,0.01501447,1.94E-26,7.09E-10,0.005653657,0.001269005,0.1114122,0.01490613,4.30E-05,8.14E-05
343800,70.59565978,258.7846,0.01593093,0.06622318,0.000861964,0.002110325,2.39E-05,1.55E-06,0.000103587,8.71E-06,1.68E-06,1.43E-07,9.31E-09,9.90E-06,0.000343419,9.16E-05,0.000122611,0.000949947,1.43E-05,3.31E-07,4.49E-05,2.01E-26,2.46E-26,0.00395756,0.00664878,0.005013036,0.000384597,0.000229617,1.99E-10,8.25E-05,1.63E-08,3.11E-27,3.73E-27,3.83E-05,2.71E-06,2.67E-08,6.64E-09,4.50E-07,8.84E-05,7.54E-05,0.000297483,0.003888413,0.000615897,5.39E-07,0.000182852,0.00030591,8.60E-07,0.2643453,0.01446574,2.09E-29,6.73E-10,0.005464781,0.001225139,0.1075782,0.01439561,4.22E-05,7.93E-05
345600,70.59565978,258.7892,0.01505505,0.06288283,0.000822069,0.002012651,2.32E-05,1.44E-06,0.000100672,8.50E-06,1.59E-06,1.33E-07,8.75E-09,9.51E-06,0.000332458,8.86E-05,0.000116646,0.000911509,1.38E-05,3.08E-07,4.33E-05,3.16E-31,3.87E-31,0.00375359,0.006350318,0.004837945,0.000370618,0.000221741,1.71E-10,8.03E-05,1.28E-08,4.88E-32,5.86E-32,3.74E-05,2.56E-06,2.48E-08,6.15E-09,4.24E-07,8.59E-05,7.26E-05,0.000286834,0.00369345,0.000587785,5.17E-07,0.000175949,0.000297134,7.27E-07,0.2484957,0.01356314,3.89E-34,6.31E-10,0.005203253,0.001159646,0.1018211,0.01362781,4.12E-05,7.63E-05
347400,70.59565978,258.8141,0.01432104,0.05952396,0.00078112,0.001912397,2.22E-05,1.30E-06,9.61E-05,8.18E-06,1.46E-06,1.21E-07,8.00E-09,8.97E-06,0.000315484,8.52E-05,0.000110515,0.000852624,1.31E-05,2.78E-07,4.10E-05,0,0,0.003555876,0.005980572,0.004576493,0.000350828,0.000209892,1.37E-10,7.68E-05,9.16E-09,0,0,3.59E-05,2.36E-06,2.23E-08,5.52E-09,3.88E-07,8.22E-05,6.83E-05,0.000270709,0.003514211,0.000557843,4.85E-07,0.000166782,0.000283531,5.73E-07,0.2372617,0.01294165,0,5.79E-10,0.004805542,0.001088526,0.09655622,0.01292588,3.96E-05,7.21E-05
349200,70.59565978,258.8906,0.01304429,0.0541948,0.000707569,0.001732324,2.02E-05,1.09E-06,8.59E-05,7.43E-06,1.26E-06,1.02E-07,6.87E-09,8.02E-06,0.000277278,8.01E-05,0.000100635,0.000725091,1.18E-05,2.34E-07,3.62E-05,0,0,0.003234461,0.005279143,0.004023993,0.000308788,0.000184111,9.48E-11,6.89E-05,5.41E-09,0,0,3.28E-05,2.05E-06,1.87E-08,4.61E-09,3.34E-07,7.46E-05,5.94E-05,0.000236421,0.003208073,0.000507364,4.31E-07,0.000149006,0.000252773,3.91E-07,0.2178832,0.0118804,0,4.98E-10,0.003966246,0.000950565,0.08766137,0.01173587,3.59E-05,6.33E-05
351000,70.59565978,258.9276,0.01164859,0.04807277,0.000598825,0.001466088,1.54E-05,7.27E-07,6.12E-05,5.54E-06,8.89E-07,6.91E-08,4.80E-09,5.98E-06,0.000188255,7.27E-05,8.85E-05,0.000451601,8.98E-06,1.57E-07,2.65E-05,0,0,0.002866461,0.004063873,0.002860546,0.000219762,0.000127294,4.22E-11,4.98E-05,1.88E-09,0,0,2.52E-05,1.44E-06,1.24E-08,3.09E-09,2.34E-07,5.66E-05,4.02E-05,0.000162755,0.002837779,0.000437303,3.19E-07,0.000115509,0.000181099,1.52E-07,0.2002087,0.01098697,0,3.46E-10,0.002283088,0.000723465,0.07761586,0.01038789,2.67E-05,4.51E-05
352800,70.59565978,258.9936,0.009283884,0.03454131,0.000354381,0.000867623,6.98E-08,3.13E-09,2.09E-07,2.02E-08,4.30E-09,3.11E-10,2.27E-11,3.16E-08,4.76E-07,3.38E-05,5.98E-05,3.05E-06,4.75E-08,7.01E-10,5.58E-06,0,0,0.002115638,0.001749284,0.000299184,3.54E-05,8.60E-06,1.13E-14,1.78E-07,1.54E-13,0,0,1.11E-07,7.04E-09,5.45E-11,1.38E-11,1.14E-09,1.11E-06,1.69E-06,1.66E-05,0.002000988,0.000263734,1.71E-09,3.49E-05,7.55E-07,3.85E-13,0.1669189,0.00929284,0,1.11E-12,7.00E-05,0.000390912,0.06027716,0.008070731,1.00E-07,6.89E-06
354600,70.59565978,258.8134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
